,age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
23817,31,557853,13,1,3,0,1,0,0,47,1,1,0
23819,58,118253,9,0,2,0,1,0,0,70,1,1,2
23820,36,146625,7,1,0,3,0,0,0,12,1,1,1
23821,31,174201,9,0,2,0,1,0,0,65,1,1,1
23823,41,121130,9,1,3,0,0,0,0,40,1,1,1
23824,35,385847,10,0,2,0,1,0,0,40,1,1,1
23826,28,114158,13,1,4,0,0,0,0,15,1,1,1
23827,27,381789,8,0,4,0,1,0,0,55,1,1,1
23828,17,82041,7,1,4,0,1,0,0,40,0,1,1
23829,35,115618,9,1,3,0,1,0,0,50,1,0,2
23830,45,106110,10,0,1,0,0,0,0,99,1,1,2
23831,44,267521,13,1,0,0,0,0,0,40,1,1,1
23832,27,90692,11,1,3,2,0,0,0,40,0,1,1
23833,51,57101,5,0,2,0,1,0,0,40,1,1,1
23834,49,236913,9,1,3,0,0,0,0,45,1,1,1
23835,64,388625,6,0,2,0,1,0,0,10,1,0,2
23836,54,261207,4,1,3,0,1,0,0,45,0,1,2
23837,43,245487,9,0,2,4,1,0,0,40,0,1,1
23838,32,262153,9,1,0,0,1,0,0,35,1,1,1
23839,36,225516,12,1,3,3,1,1,0,43,1,0,1
23840,26,68729,9,1,5,2,1,0,0,50,1,0,2
23841,37,126954,13,0,2,0,1,0,0,50,1,0,1
23842,38,85074,12,1,0,0,0,0,0,40,1,1,1
23843,26,383306,8,0,2,0,1,0,0,40,1,1,1
23844,50,128143,13,0,2,0,1,0,1,50,1,0,1
23845,47,185041,10,0,2,0,1,1,0,40,1,0,1
23846,42,99373,9,1,3,0,0,0,0,40,1,1,1
23847,66,157942,9,1,3,3,0,0,0,40,1,1,0
23848,43,241928,9,1,3,3,0,0,0,32,1,1,1
23849,37,348739,13,0,2,0,1,0,0,45,1,0,1
23850,37,95654,6,1,0,0,0,0,0,35,1,1,1
23851,25,367306,10,1,4,0,0,0,0,40,1,1,1
23852,29,270421,13,0,2,0,1,0,0,50,1,0,1
23854,50,156951,12,0,2,0,1,1,0,40,1,0,2
23855,42,39239,14,1,3,0,1,0,0,70,1,1,0
23856,32,72744,9,1,4,0,1,0,0,40,1,1,1
23857,42,367292,10,0,2,0,1,0,0,40,1,0,0
23858,41,408498,9,0,2,0,1,0,0,50,1,1,2
23859,25,361493,13,1,3,0,1,1,0,40,1,1,1
23860,65,157403,9,0,2,0,1,0,0,50,1,1,2
23861,32,231263,10,0,2,0,1,0,0,50,1,1,1
23862,32,244147,9,1,0,0,1,0,0,10,1,1,1
23863,24,220944,10,0,2,0,1,0,0,60,1,1,1
23864,51,314007,9,1,3,0,0,0,0,40,1,1,0
23866,28,33374,7,1,0,0,0,0,0,35,1,1,1
23867,32,345489,10,0,2,0,1,0,0,55,1,0,2
23868,77,83601,15,0,2,0,1,0,0,40,1,1,1
23869,47,162302,9,1,0,0,0,0,0,20,1,1,1
23870,26,112847,9,1,3,0,1,0,0,40,1,1,1
23871,20,147344,10,1,4,0,1,0,0,20,1,1,1
23872,57,183657,10,0,2,3,1,0,0,35,1,0,0
23873,40,130760,16,0,2,0,1,0,0,45,1,1,1
23874,50,163948,14,0,2,0,1,0,0,40,1,0,1
23875,19,316797,4,0,4,0,1,0,0,45,0,1,1
23876,54,332243,8,0,2,0,1,0,0,40,1,1,0
23877,51,195844,10,0,2,0,1,0,0,40,1,0,0
23878,51,387250,13,0,2,0,1,0,0,50,1,0,0
23879,38,188303,10,0,2,0,1,1,0,40,1,0,0
23881,17,178953,8,1,4,0,0,0,0,20,1,1,1
23882,32,398988,13,1,3,0,1,0,0,40,1,1,1
23883,29,535978,10,0,2,0,1,0,0,45,1,1,1
23884,42,296982,10,1,0,0,1,0,0,40,1,1,1
23885,40,231991,9,1,0,0,0,0,0,40,1,1,1
23886,27,295799,10,0,2,0,1,0,0,40,1,1,1
23887,22,201569,13,1,4,0,0,0,0,20,1,1,0
23888,58,193568,7,1,3,0,0,0,0,40,1,1,1
23889,61,97128,13,0,2,0,1,0,0,45,1,0,1
23890,42,203393,13,0,1,3,0,0,0,35,1,0,1
23891,49,138370,14,1,3,2,1,0,0,40,0,1,1
23893,43,91949,9,1,3,3,0,0,0,40,1,1,1
23894,46,228372,13,1,0,0,1,0,0,40,1,0,1
23895,28,132191,9,0,2,0,1,0,0,45,1,0,1
23896,39,274683,10,0,2,0,1,1,0,50,1,0,2
23897,50,196307,10,0,2,0,1,1,0,40,1,0,0
23898,57,195835,10,1,3,0,1,0,0,40,1,1,1
23899,47,185399,9,0,1,0,0,0,0,38,1,1,1
23900,79,103684,9,0,2,0,1,0,0,40,1,1,2
23901,40,140559,9,0,1,0,0,0,0,45,1,1,1
23902,35,110188,13,0,2,2,1,0,0,40,0,1,0
23903,35,668319,13,0,2,0,1,0,1,80,1,1,0
23904,30,112358,13,0,2,0,1,0,0,60,1,0,1
23905,26,151810,6,1,3,3,1,0,0,40,1,1,1
23906,49,48120,9,1,0,3,0,1,0,40,1,1,1
23907,48,144844,9,0,2,0,1,0,0,40,1,1,1
23908,22,205839,10,1,3,0,1,0,0,45,1,1,1
23909,22,113760,7,1,4,0,0,0,0,30,1,1,1
23910,50,138358,6,1,3,3,0,0,0,47,0,1,1
23911,47,216657,9,0,2,0,1,0,0,60,1,1,2
23912,36,278576,9,0,2,0,1,0,0,50,1,1,1
23913,44,174373,12,0,2,0,1,0,0,40,1,0,1
23914,73,220019,5,1,0,0,0,0,0,9,1,1,1
23916,34,303867,13,0,2,0,1,0,0,40,1,0,1
23917,37,154210,10,0,2,2,1,0,0,40,0,1,1
23919,46,202560,10,0,1,0,0,0,0,40,1,0,1
23921,29,423024,3,0,2,0,1,0,0,40,0,1,1
23922,24,206671,11,0,2,0,1,0,0,40,1,1,1
23923,29,245310,10,1,3,0,1,0,0,35,1,1,0
23924,18,31983,8,1,4,0,0,0,0,20,1,1,1
23925,41,124956,13,1,0,3,0,0,0,90,1,0,1
23926,59,118358,9,0,2,0,1,0,0,40,1,0,1
23927,27,491421,3,1,0,0,1,0,0,50,1,1,1
23928,50,151580,12,0,2,0,1,0,0,45,1,1,1
23929,25,248990,2,1,3,0,1,0,0,24,0,1,1
23930,42,157425,13,1,0,0,0,0,0,45,1,1,1
23931,36,221650,10,0,2,0,1,0,0,40,0,1,1
23932,62,88055,10,0,2,0,1,0,0,60,1,0,1
23933,71,216608,11,1,3,0,0,0,0,40,1,1,1
23934,38,682947,13,1,3,0,1,0,0,55,1,0,1
23935,44,228124,9,1,0,3,0,0,0,40,1,1,1
23937,49,171540,10,0,2,0,1,0,0,60,1,1,2
23938,60,210827,13,0,2,0,1,1,0,40,1,0,2
23939,28,410351,9,0,2,0,1,0,0,40,0,1,2
23940,26,163747,13,1,3,0,0,0,0,55,1,1,1
23941,18,108892,7,1,4,0,1,0,0,12,1,1,1
23942,43,180096,11,0,2,0,1,0,0,50,1,0,1
23943,65,153890,8,1,3,0,1,1,0,44,1,1,0
23944,23,117480,6,1,4,0,1,0,0,44,1,1,1
23945,21,163333,10,1,4,0,0,0,0,35,1,1,1
23946,20,306710,9,1,4,0,1,0,0,40,1,1,2
23947,19,150553,10,1,4,2,0,0,0,18,0,1,1
23948,77,123959,9,1,3,0,0,0,0,32,1,1,1
23949,32,24961,11,0,2,0,1,0,0,40,1,1,1
23950,37,327120,10,0,2,0,1,0,0,30,1,1,0
23951,29,33798,9,0,2,0,1,0,0,45,1,1,2
23952,59,81929,16,0,2,0,1,0,1,45,1,0,1
23953,22,298489,10,1,4,0,1,0,0,40,1,1,1
23955,31,144064,9,0,2,0,1,0,0,48,1,0,1
23956,59,195835,9,0,2,0,1,0,0,60,1,1,2
23957,29,184723,10,1,3,0,0,0,0,40,1,0,0
23958,56,265086,9,0,2,0,1,0,0,50,1,0,1
23959,19,235909,10,1,4,0,0,0,0,20,1,1,1
23960,37,42645,9,0,2,0,1,0,0,40,1,1,1
23961,58,279878,14,0,2,0,1,0,0,40,1,0,0
23962,41,104892,14,0,2,0,1,0,0,40,1,0,1
23963,29,137063,9,1,0,0,1,0,0,38,1,1,1
23964,38,58972,9,0,2,0,1,0,0,50,1,1,2
23965,36,126675,14,0,2,0,1,0,1,50,1,0,1
23966,19,286435,10,1,4,0,1,1,0,40,1,1,1
23967,46,191389,9,0,1,0,0,0,0,28,1,0,1
23968,42,183241,14,0,1,0,0,0,0,45,1,0,1
23969,29,91547,10,1,3,0,0,0,0,40,1,1,1
23970,42,52781,13,0,2,0,1,1,0,40,1,0,1
23971,29,210959,12,0,2,0,1,0,0,40,1,1,1
23972,47,365516,14,1,0,0,0,0,0,40,1,1,1
23973,37,112271,7,0,2,0,1,0,0,40,1,0,1
23974,39,269455,9,0,2,0,1,0,0,45,1,1,1
23975,46,164379,13,1,0,3,0,0,0,35,1,0,1
23976,28,109621,12,0,2,0,1,0,0,40,1,1,1
23977,36,104858,10,0,2,0,1,0,0,56,1,0,1
23978,39,99270,9,1,4,0,0,0,0,40,1,1,1
23979,44,193524,10,0,2,0,1,0,0,40,1,1,1
23981,60,313946,9,0,2,0,1,0,0,40,1,1,0
23982,35,162358,13,1,3,0,0,0,0,50,1,0,1
23983,59,200700,13,0,2,3,1,0,0,48,1,0,1
23984,21,116489,10,1,4,0,0,0,0,60,1,1,1
23985,22,118310,12,1,4,0,0,0,0,16,1,1,1
23986,31,352465,10,0,2,0,1,1,0,50,1,0,1
23987,40,107433,13,0,2,0,1,0,1,50,1,0,1
23988,33,296538,9,0,2,0,1,0,0,45,1,0,1
23989,41,195897,14,0,2,0,1,0,0,60,1,1,0
23990,31,216283,12,0,1,0,0,0,0,35,1,0,2
23991,62,345780,11,1,3,0,1,0,0,40,1,1,1
23992,43,216685,9,0,1,0,0,0,0,35,1,1,1
23993,28,210945,13,1,3,3,0,0,0,60,1,1,0
23994,43,184321,6,0,2,3,1,0,1,40,1,0,1
23995,55,322691,14,0,2,0,1,1,0,55,1,0,2
23996,42,192712,9,1,0,0,0,0,0,25,1,1,1
23997,23,178272,13,1,3,0,0,0,0,40,1,1,1
23998,55,321333,10,0,2,0,1,0,0,40,1,0,0
23999,44,120277,13,0,2,0,1,1,0,45,1,0,2
24000,19,294029,7,1,4,4,0,0,0,32,0,1,1
24001,23,112819,9,1,4,0,1,0,0,40,1,1,1
24002,41,152636,9,1,0,0,0,0,0,50,1,1,1
24004,51,134808,9,1,0,0,0,0,0,40,1,1,1
24005,49,64216,9,1,3,0,1,0,0,90,1,1,1
24006,29,214284,14,1,0,2,0,0,0,20,0,1,0
24007,25,469572,10,1,3,0,1,1,0,40,1,0,1
24008,44,282722,15,0,2,0,1,1,0,50,1,0,2
24009,17,231439,7,1,4,0,1,0,0,30,1,1,1
24010,42,120277,14,0,2,0,1,0,0,40,1,0,2
24011,21,364685,7,1,4,0,0,0,0,35,1,1,1
24012,26,18827,10,1,3,0,1,0,0,40,1,1,1
24013,24,169129,10,1,3,0,1,0,0,40,1,1,1
24014,30,202051,13,0,2,0,1,0,0,42,1,0,1
24016,19,574271,9,1,4,0,1,0,0,28,1,1,1
24017,65,29276,4,1,5,0,0,0,0,24,1,1,0
24018,52,104501,10,0,2,0,1,0,0,60,1,0,2
24019,17,394176,6,1,4,0,1,0,0,20,1,1,1
24020,27,85625,9,1,4,0,1,0,0,22,1,1,1
24021,53,340723,15,1,3,0,0,0,0,40,1,1,1
24022,24,149342,13,1,3,0,0,0,0,40,1,1,1
24023,37,73715,10,0,2,0,1,0,0,40,1,0,1
24024,34,143083,11,0,1,0,0,0,0,18,1,1,1
24025,40,290660,12,1,3,0,1,1,0,50,1,0,0
24026,49,98738,9,0,2,0,1,0,0,40,1,0,0
24027,86,149912,14,1,3,0,0,0,0,40,1,1,1
24028,49,309033,11,0,1,0,0,1,0,60,1,0,1
24029,43,96129,7,0,2,0,1,0,0,60,1,1,2
24030,47,216096,10,1,0,0,0,0,0,35,0,1,1
24031,32,171091,9,0,2,0,1,0,0,50,1,0,1
24032,30,79303,11,0,2,0,1,0,0,60,1,1,2
24033,25,182380,9,1,4,0,1,0,0,40,1,1,0
24034,42,36271,13,0,2,0,1,0,0,40,1,0,1
24035,60,118197,10,0,2,0,1,0,0,65,1,1,1
24036,46,269652,10,0,2,0,1,1,0,38,1,0,1
24037,39,193815,10,0,2,0,1,0,0,40,1,0,0
24038,28,141957,12,0,2,0,1,0,1,70,1,0,1
24039,26,222637,6,1,3,0,1,0,0,55,0,1,1
24040,27,118230,10,1,4,0,0,0,0,40,1,1,1
24041,59,174040,10,1,0,0,1,0,0,40,1,1,1
24042,64,105748,9,0,2,0,1,0,0,40,1,1,0
24043,90,82628,9,1,3,0,1,1,0,12,1,1,2
24044,51,205100,10,1,3,0,0,0,0,45,1,0,1
24045,36,107916,9,0,2,0,1,0,1,40,1,1,1
24046,39,130620,4,1,0,4,0,0,0,40,0,1,1
24048,47,235646,14,0,2,0,1,0,0,40,1,0,2
24049,32,53277,14,0,2,0,1,0,0,60,1,0,1
24050,24,456460,12,0,1,0,0,0,0,40,1,1,1
24051,23,293091,9,1,4,0,1,0,0,30,1,1,1
24052,62,210935,9,0,2,0,1,0,0,20,1,1,1
24055,35,233533,13,1,3,0,1,0,0,65,1,1,2
24056,27,95647,13,1,4,2,1,0,0,40,1,1,1
24057,49,199763,10,1,3,0,0,0,0,35,1,1,1
24058,18,74539,6,1,3,0,1,0,0,20,1,1,1
24059,19,84610,10,1,4,0,0,0,0,30,1,1,1
24060,63,96930,12,0,2,0,1,0,0,40,1,0,2
24061,54,115602,9,0,1,3,0,0,0,40,1,1,1
24062,24,237341,10,0,1,0,0,0,0,40,1,0,1
24063,61,143800,6,0,2,0,1,0,0,50,1,0,1
24064,50,163921,9,0,2,0,1,0,0,48,1,0,2
24065,36,68273,13,0,2,0,1,0,0,40,1,0,1
24066,21,113163,10,1,4,0,1,0,0,50,1,1,1
24067,38,478829,15,0,2,0,1,1,0,50,1,0,2
24068,30,345705,10,0,5,0,1,0,0,40,1,1,1
24069,22,385077,9,1,4,0,1,1,0,40,1,1,1
24070,33,192286,10,1,3,2,0,0,0,52,1,1,1
24071,39,236391,9,0,2,0,1,0,0,38,1,0,0
24072,42,106679,9,0,2,0,1,0,0,50,1,0,1
24074,42,46094,13,1,3,0,1,0,0,33,1,1,0
24075,29,194940,13,0,2,0,1,0,0,40,1,1,1
24076,35,341643,13,1,3,0,1,0,0,55,1,1,1
24077,23,210474,10,1,4,0,0,0,0,30,1,1,1
24078,28,76313,10,0,2,1,1,0,0,60,1,1,1
24079,34,115858,9,1,4,0,0,0,0,40,1,1,1
24080,40,55191,10,1,3,3,0,0,0,40,1,1,1
24081,67,364862,9,1,3,0,0,0,0,30,1,1,2
24082,49,334787,9,0,2,0,1,0,0,40,1,1,1
24083,34,205733,9,1,3,0,0,0,0,40,1,1,1
24085,26,333677,13,1,4,0,1,1,0,35,1,1,1
24086,25,208591,9,1,4,0,1,0,0,40,1,1,1
24087,40,341204,10,1,0,0,0,1,0,30,1,1,1
24088,56,115422,9,0,2,0,1,0,0,40,1,1,2
24089,35,111319,12,0,2,0,1,0,1,45,1,0,2
24090,54,816750,9,0,2,0,1,0,1,40,1,1,1
24091,25,167835,13,1,3,0,0,1,0,40,1,1,1
24092,28,92262,13,0,2,0,1,0,0,40,1,1,1
24093,31,91964,13,1,3,0,1,0,0,40,1,1,1
24094,45,107682,9,1,0,0,0,0,0,40,1,1,1
24095,52,135388,9,0,2,0,1,1,0,40,1,1,0
24096,39,597843,14,1,3,0,0,0,0,50,0,1,2
24097,19,389942,9,1,3,0,1,0,0,40,1,1,1
24098,23,442274,8,1,0,0,1,0,0,40,1,1,1
24099,23,595461,4,1,3,0,1,0,0,40,0,1,1
24100,52,284329,11,0,2,0,1,1,0,40,1,0,1
24101,33,127894,15,0,2,0,1,0,0,60,1,0,2
24102,35,196899,13,1,3,2,0,0,0,50,0,1,1
24103,58,212534,9,0,2,0,1,0,0,40,1,1,1
24104,61,71209,9,0,2,0,1,0,0,45,1,0,1
24105,39,237943,13,0,2,0,1,1,0,70,1,0,1
24106,38,190759,7,0,2,0,1,0,0,40,1,1,1
24107,59,100313,9,0,2,0,1,0,1,40,1,0,1
24108,41,344624,13,1,3,0,1,0,0,50,1,0,1
24110,19,87497,7,1,5,0,1,0,0,10,1,1,1
24111,22,236907,10,1,4,0,1,0,0,20,1,1,1
24112,59,169639,12,1,0,0,0,0,0,40,1,1,1
24113,37,105803,9,0,2,0,1,1,0,45,1,0,1
24114,31,149507,8,0,2,0,1,0,0,43,1,1,1
24115,18,294387,7,1,3,0,1,0,0,40,1,1,1
24116,20,161708,10,1,4,0,0,0,0,35,1,1,1
24117,28,282389,9,1,3,0,1,0,0,60,1,1,1
24118,28,64940,10,1,4,0,0,0,0,30,1,1,1
24119,49,195727,13,0,2,0,1,0,0,40,1,1,1
24120,38,37931,9,0,2,0,1,0,0,40,1,0,0
24121,19,170720,9,1,4,0,1,0,0,20,1,1,1
24122,43,152958,13,0,2,0,1,1,0,40,1,0,1
24123,28,312372,9,0,2,3,1,1,0,40,1,0,1
24124,41,39581,10,1,3,3,0,0,0,24,0,1,1
24125,50,206862,14,0,2,0,1,0,0,65,1,0,1
24126,46,216934,13,1,3,0,1,0,0,40,0,1,1
24127,20,143062,10,1,4,0,1,0,0,40,1,1,1
24128,45,242391,13,0,2,0,1,0,0,60,1,0,1
24129,28,165030,10,1,3,0,0,0,0,50,1,1,1
24130,37,199251,10,0,1,0,0,0,0,40,1,1,1
24131,46,353012,16,0,2,0,1,0,1,50,1,0,2
24132,66,174491,9,0,2,0,1,0,0,40,1,1,1
24134,38,203138,13,0,1,0,0,0,0,50,1,0,1
24135,25,220220,7,1,4,0,1,0,0,45,1,1,1
24136,55,305850,15,0,2,0,1,1,0,40,1,0,0
24137,48,273402,4,0,2,0,1,0,1,40,1,1,0
24138,56,201344,10,1,0,0,0,0,0,38,1,1,1
24139,47,218676,14,0,2,0,1,0,0,45,1,1,2
24140,55,141807,13,0,2,0,1,0,0,40,1,0,2
24141,41,222434,12,0,2,0,1,0,0,40,1,1,0
24142,47,266860,10,0,2,0,1,0,0,65,1,0,1
24143,40,34113,9,1,3,1,1,1,0,43,1,1,1
24144,41,159549,13,0,2,0,1,0,0,40,1,1,1
24145,21,195248,10,1,4,4,0,0,0,20,1,1,1
24146,52,109413,9,1,3,0,1,0,0,40,1,1,1
24147,62,195343,16,1,0,0,1,1,0,50,1,0,1
24148,46,185291,7,0,2,0,1,0,0,45,1,0,1
24150,35,114366,13,0,2,0,1,0,0,40,1,1,2
24151,29,169631,9,1,4,0,0,0,0,40,1,1,1
24152,21,163870,6,0,2,0,1,1,0,40,1,1,1
24153,35,312232,9,1,3,0,1,0,0,50,1,1,1
24154,46,229737,13,0,2,0,1,0,0,50,0,0,1
24156,35,161637,16,0,2,2,1,0,1,40,0,0,1
24157,34,106014,10,1,3,0,1,0,0,60,1,1,1
24158,21,25265,11,1,3,0,1,0,0,30,1,1,1
24159,29,71860,9,0,2,0,1,0,0,60,1,1,1
24160,41,94113,14,0,2,0,1,0,0,60,1,0,2
24161,51,208003,9,0,2,0,1,0,0,40,1,1,2
24162,22,113550,9,1,4,0,0,0,0,40,1,1,1
24163,47,83046,13,1,3,0,1,0,0,40,1,1,1
24164,42,277488,15,0,2,0,1,1,0,65,1,0,2
24165,19,205830,9,1,4,0,0,0,0,40,0,1,1
24166,46,273575,13,0,2,0,1,1,0,40,1,0,1
24167,23,245147,10,1,4,3,1,0,0,40,1,1,1
24168,49,274720,9,0,2,3,1,0,0,40,1,1,1
24169,58,163047,13,1,3,0,0,0,0,40,1,1,2
24170,41,47902,13,0,2,0,1,0,0,50,1,0,0
24171,50,128798,13,0,2,0,1,0,0,40,1,0,1
24172,77,154205,9,1,3,0,0,0,0,10,1,1,1
24173,27,176683,11,0,2,0,1,0,0,60,1,1,1
24174,29,104737,9,0,2,0,1,0,0,60,1,1,2
24175,54,349340,1,0,2,2,1,0,0,40,0,1,1
24176,39,218249,10,1,0,3,0,0,0,37,1,1,0
24177,32,281540,10,0,2,0,1,0,0,50,1,1,1
24178,36,112847,13,0,2,2,1,0,0,40,1,1,0
24179,24,126613,13,1,4,0,0,0,0,20,1,1,0
24180,50,145419,14,0,2,0,1,1,0,45,1,0,2
24181,32,34572,9,1,3,0,1,0,0,65,1,1,2
24182,26,104045,13,1,3,0,0,0,0,40,1,1,1
24184,38,359001,11,0,2,0,1,0,0,42,1,1,1
24185,47,105273,13,1,0,3,0,1,0,40,1,1,1
24186,31,201122,10,0,2,0,1,0,0,40,1,0,1
24187,38,160035,9,0,2,0,1,0,0,55,1,1,1
24188,50,167886,10,0,2,0,1,0,0,40,1,0,1
24189,18,32059,7,1,4,0,1,0,0,40,1,1,1
24190,59,200453,14,0,2,0,1,0,0,40,1,1,2
24191,56,403072,10,0,2,0,1,0,0,50,1,0,2
24192,34,37210,9,1,4,0,1,0,0,50,1,1,1
24193,32,199416,13,0,2,0,1,0,0,40,1,1,1
24194,29,413227,13,1,3,0,1,0,0,35,1,1,1
24196,42,226902,13,0,2,0,1,0,0,45,1,0,1
24197,37,195189,10,1,0,3,0,0,0,40,1,1,1
24198,36,116608,9,1,3,0,0,0,0,40,1,1,1
24199,59,99131,14,1,3,0,0,0,0,40,1,0,1
24200,32,553405,13,0,2,0,1,1,0,50,1,0,1
24201,52,186117,9,0,2,0,1,0,0,56,1,0,0
24202,29,67053,9,1,3,2,1,0,0,40,0,1,0
24203,39,347960,15,1,3,0,0,1,0,35,1,0,1
24204,39,325374,10,1,3,0,1,0,0,40,1,1,1
24205,69,130413,13,1,3,0,0,1,0,15,1,1,1
24206,43,111949,9,0,1,0,0,0,0,35,1,1,1
24207,39,278557,11,0,2,0,1,0,1,48,1,1,1
24208,19,194905,10,1,4,0,0,0,0,30,1,1,1
24209,60,195453,11,0,2,0,1,0,0,60,1,0,0
24210,51,282549,9,0,2,3,1,1,0,40,1,1,1
24211,75,316119,10,1,3,0,0,0,0,8,1,1,1
24212,37,252939,11,1,0,3,0,1,0,40,1,1,0
24214,20,316043,7,1,4,3,1,1,0,20,1,1,1
24215,58,319733,9,0,2,0,1,0,0,70,1,1,0
24216,21,99199,14,1,4,0,1,0,0,15,1,1,0
24217,28,204600,9,1,5,0,1,0,0,40,1,1,1
24218,40,173307,6,0,2,0,1,0,0,40,1,1,1
24219,45,34446,9,0,2,0,1,0,0,50,1,1,2
24220,40,237293,15,0,1,0,0,1,0,40,1,0,2
24221,41,175642,10,1,3,0,0,0,0,40,1,1,1
24222,58,203735,9,1,0,0,0,0,0,40,1,1,1
24223,44,171589,11,0,2,0,1,1,0,40,1,0,0
24224,26,197967,9,0,2,0,1,0,0,65,1,1,1
24225,29,413297,12,1,3,0,1,0,0,45,0,1,1
24226,45,240841,14,1,3,0,0,0,0,40,1,1,1
24227,23,152189,12,1,3,0,1,0,0,40,1,1,1
24228,39,85874,9,1,0,0,0,0,0,40,1,1,0
24229,45,176814,16,0,2,0,1,1,0,40,1,0,2
24230,51,133336,14,0,2,0,1,1,0,40,1,0,0
24231,22,362623,9,1,4,0,1,0,0,40,1,1,1
24233,28,30912,9,0,2,0,1,0,0,40,1,1,1
24234,23,35448,10,1,0,0,0,0,0,25,1,1,1
24235,33,173248,9,0,2,3,1,0,0,35,1,1,1
24236,37,49626,11,0,2,0,1,0,0,43,1,1,1
24237,19,102723,10,1,4,0,0,0,0,40,1,1,1
24239,35,168322,7,0,2,0,1,0,0,40,1,1,1
24240,62,131117,4,1,0,0,0,0,0,38,0,1,1
24242,25,110138,9,1,3,0,1,0,0,40,1,1,1
24243,21,107452,9,1,5,0,1,0,0,40,1,1,1
24244,32,160594,10,1,4,0,1,0,0,35,1,1,1
24245,32,186784,13,0,1,0,0,1,0,45,1,1,0
24246,70,334666,9,1,3,0,0,0,0,12,1,1,0
24248,57,104272,7,0,2,0,1,0,0,40,1,1,1
24249,31,19491,10,1,3,0,1,0,0,40,1,1,1
24250,37,128715,13,0,2,0,1,0,0,60,1,0,1
24251,34,128063,9,1,0,0,0,0,0,36,1,1,1
24252,26,37023,10,0,2,0,1,0,0,78,1,1,2
24253,44,68748,10,0,2,0,1,0,0,48,1,1,1
24254,66,140576,4,0,2,0,1,0,0,40,1,1,1
24255,39,327435,9,1,0,0,0,0,0,40,1,1,0
24256,31,202729,9,0,2,0,1,0,0,40,1,0,1
24257,53,277471,11,0,2,0,1,0,0,40,1,0,1
24258,36,189670,9,0,1,0,0,0,0,50,1,1,1
24259,61,204908,5,0,2,0,1,0,0,40,1,1,1
24260,43,171841,13,0,2,0,1,0,0,40,1,0,1
24261,38,78247,10,0,2,0,1,0,0,40,1,1,1
24262,26,68895,9,1,3,0,1,0,0,50,0,1,1
24263,27,56658,9,0,2,1,1,0,0,8,1,1,1
24264,58,259216,5,1,3,0,0,0,0,40,1,1,0
24265,37,270278,9,1,0,0,0,0,0,12,0,1,0
24266,56,238806,4,0,2,0,1,0,0,26,1,1,1
24267,36,111128,10,1,3,0,1,0,0,60,1,0,1
24268,29,119429,9,1,3,3,1,0,0,40,1,1,1
24269,28,73037,6,1,0,0,1,0,0,30,1,1,1
24270,61,84409,16,0,2,0,1,0,0,40,1,0,2
24271,66,274451,5,0,2,0,1,0,0,25,1,0,2
24272,31,246439,10,0,2,0,1,1,0,50,1,0,1
24273,21,124242,12,1,4,0,0,0,0,40,1,1,1
24274,67,123393,9,0,2,0,1,1,0,58,1,0,2
24275,26,159732,9,1,3,0,1,0,0,40,1,1,1
24276,21,161415,10,1,3,0,1,0,0,50,1,1,1
24277,33,157568,9,0,2,0,1,0,0,40,1,1,1
24278,33,168030,9,1,0,0,0,0,0,32,1,1,1
24279,59,349910,13,0,2,0,1,1,0,50,1,0,0
24280,82,130329,4,0,2,0,1,0,0,50,1,1,2
24281,34,56964,16,0,1,0,0,0,0,50,1,0,0
24282,29,370509,13,0,2,0,1,0,0,50,0,0,1
24283,19,106306,10,1,4,0,0,0,0,40,1,1,1
24284,57,56480,9,0,2,0,1,0,0,1,1,1,2
24285,41,115932,10,0,2,0,1,1,0,50,1,0,1
24286,55,154580,6,0,2,3,1,1,0,40,1,1,1
24287,27,404421,10,1,3,3,1,0,0,40,1,1,1
24288,33,194901,9,1,3,0,1,0,0,45,1,1,1
24289,43,164790,10,1,3,3,1,0,0,50,1,0,0
24290,72,94242,10,1,3,0,0,0,0,16,1,1,0
24291,68,365020,9,0,2,0,1,0,0,40,1,1,2
24292,29,160512,9,1,4,0,0,0,0,40,1,1,1
24293,41,170331,13,0,2,0,1,0,0,60,1,1,1
24294,30,101266,9,0,2,0,1,0,0,40,1,1,1
24295,31,100252,13,1,3,2,1,1,0,70,1,0,1
24296,54,217718,3,1,0,3,0,0,0,30,0,1,1
24297,32,170154,12,1,0,0,0,1,0,50,1,0,1
24298,56,105281,9,1,3,0,0,0,1,40,1,1,1
24300,41,283917,11,0,2,0,1,0,0,35,1,0,0
24301,48,39530,9,1,3,0,0,0,0,40,1,1,1
24302,66,212185,4,0,2,0,1,0,0,48,1,1,2
24303,25,90752,13,1,3,0,0,0,0,50,1,1,2
24304,31,202450,9,0,2,0,1,0,1,40,1,1,1
24305,32,168138,12,1,3,0,1,1,0,48,1,1,1
24306,51,159755,13,0,2,0,1,1,0,40,1,0,1
24307,42,191765,9,1,5,3,0,0,1,40,0,1,1
24309,31,340880,15,0,2,0,1,0,0,60,1,0,1
24310,43,113211,9,0,1,0,0,0,0,40,1,1,2
24311,42,134509,10,1,0,3,0,0,0,40,1,1,1
24312,20,147280,9,1,5,4,1,0,0,40,1,1,0
24313,40,145441,13,0,2,0,1,0,0,40,1,0,1
